start,end,sp_gross,sp_net,dep,dep_usd,cpi,excess_gross,excess_net
2000-01,2006-12,-0.0008813790542001598,-0.005018888461723381,0.12265291905146869,0.05653687586985079,0.07489513337790976,-0.11003783627983899,-0.11372331140515113
2000-02,2007-01,0.006503794073071667,0.0020975170700552326,0.12216327822800244,0.054137181330652595,0.07269181616032472,-0.10306832026937085,-0.10699491195928446
2000-03,2007-02,0.0027870660272089065,-0.0013965189981364201,0.12129150832998481,0.050030797834595075,0.0737394425275697,-0.10568566819815883,-0.10941670958593874
2000-04,2007-03,-0.01042826565559829,-0.014561510822419632,0.12034118025843665,0.0482106147774799,0.07480997464096428,-0.1167228771184412,-0.12041215074298828
2000-05,2007-04,-0.004743908400780761,-0.008904958807200325,0.1203544014954363,0.04296442174354276,0.07505414234724217,-0.11165958711746682,-0.11537363545865731
2000-06,2007-05,0.004808726527013807,0.0005314536916747326,0.11923373936983395,0.04459358466872487,0.07500095917790062,-0.10223513535898698,-0.10605674355831385
2000-07,2007-06,-0.0005175212309823651,-0.004725095642876376,0.11789213481562011,0.04499063374370804,0.07527962080621386,-0.10592225525062171,-0.1096861017621531
2000-08,2007-07,-0.0013548979878168499,-0.005565302025534957,0.11710280075385837,0.04621777124822568,0.07605767819771492,-0.10604010540635656,-0.10980914441948653
2000-09,2007-08,-0.0047588708914646505,-0.008971614555560725,0.11603900203483342,0.0493963047835948,0.0767890089540797,-0.10823803890908079,-0.11201276690372541
2000-10,2007-09,0.0020105086795974003,-0.002247344111288463,0.11501518184653681,0.042869884948590675,0.0793740904337421,-0.10134810270457162,-0.10516675276441623
2000-11,2007-10,0.004837746673682863,0.0005048417215531842,0.11433287729328279,0.04303595684162742,0.08416445671139194,-0.09826070185200297,-0.10214904171921946
2000-12,2007-11,0.00908836361159926,0.004301208274118062,0.11388705469240445,0.04160395779554804,0.08603008469889928,-0.09408376786436845,-0.09838147050604529
2001-01,2007-12,0.0063037950945668,0.0017839206136478492,0.11323154076386732,0.04051330397146513,0.08704601511649979,-0.09605166737903403,-0.10011180609718218
2001-02,2008-01,-0.008185736830907842,-0.012456972561376678,0.11269437384781367,0.03990931397249553,0.0871059211336016,-0.10863729836316638,-0.11247594069915523
2001-03,2008-02,0.0012954358389116738,-0.0030399861931724725,0.11203983143832241,0.040641171369866225,0.08728720366864873,-0.09958671665220198,-0.10348533782521951
2001-04,2008-03,0.009712357343290012,0.004800409775166159,0.11164706472817909,0.040426198414783565,0.08708674384036907,-0.09169700583864182,-0.09611562729141832
2001-05,2008-04,0.00522974247609409,0.0007706687591109151,0.11108450296799877,0.04007343190382051,0.08735691743848495,-0.0952715659422293,-0.09928482839442954
2001-06,2008-05,0.005890345703367217,0.0013505803731646004,0.11065274937064085,0.04005831665405313,0.08826566887871534,-0.09432507480545838,-0.09841254979057423
2001-07,2008-06,-0.0033600495885929282,-0.0077342152682970955,0.11024738234629572,0.04005815995099948,0.09004206771572698,-0.10232623264087415,-0.10626604438846887
2001-08,2008-07,-0.004106966262569345,-0.008489643115593304,0.1099597093750233,0.03929740932180148,0.09159777657936474,-0.10276650104878071,-0.10671500189615979
2001-09,2008-08,0.006075722000038253,0.0014726350371498942,0.10956758040462788,0.0382497961122823,0.0928410606767951,-0.09327224427992842,-0.09742078560736134
2001-10,2008-09,0.004552782453246307,9.190818995574723e-05,0.10865163966988778,0.03832593286429842,0.09345572787673562,-0.09389681437501673,-0.09792050775503902
2001-11,2008-10,-0.024503216177003462,-0.028844792555941967,0.10839047007170688,0.03814567611677644,0.09335594949275383,-0.11989789684867358,-0.12381490668967088
2001-12,2008-11,-0.04476163855551407,-0.04905373904038146,0.10809018869195275,0.038546862557730543,0.09255909852107558,-0.13794168453734001,-0.14181510614928838
2002-01,2008-12,-0.04553900841151337,-0.04986047831016416,0.10782912983252291,0.03760944328176885,0.09146465644051194,-0.13844024688827405,-0.14234109204776546
2002-02,2009-01,-0.05569305707206107,-0.05997952786617611,0.1076332872493484,0.0376298614743511,0.09084748098671525,-0.14745525094050538,-0.15132518771782977
2002-03,2009-02,-0.03981022520414068,-0.04421808768287705,0.10741141077460203,0.06941323817663414,0.09162729091811928,-0.13294213383241693,-0.13692246348754766
2002-04,2009-03,-0.03271873216368393,-0.03718299171774464,0.10733310882429103,0.070043327624016,0.09263962283349714,-0.1264767032358265,-0.13050824489071355
2002-05,2009-04,-0.012400908594518145,-0.016973823587367987,0.10717631458287369,0.06889364513159935,0.09303951197278648,-0.10800197005879997,-0.11213222007645196
2002-06,2009-05,-0.0039988708455821476,-0.008630568619925172,0.10716325856632714,0.068484581510871,0.09275704213839564,-0.1004026538559939,-0.1045860457257175
2002-07,2009-06,0.006639900182790814,0.0017556451513445204,0.10721548140129378,0.06839364747203058,0.09262353131307899,-0.09083650193475834,-0.09524779776063019
2002-08,2009-07,0.028616437886135104,0.021583488954108665,0.10715016820099099,0.06792671214931945,0.0921880627733116,-0.07093322348716735,-0.07728552251039233
2002-09,2009-08,0.03267497977796108,0.025255606316322954,0.10683652412389089,0.06769534133153465,0.09295079897376524,-0.06700315966229242,-0.07370638394151552
2002-10,2009-09,0.05505750403892207,0.045718039837497004,0.10586712874675075,0.06726210658544596,0.09342370642672715,-0.045945505917523666,-0.0543908823634347
2002-11,2009-10,0.03961599370462898,0.03158327882091605,0.10525215401548005,0.0670956491365522,0.09314699849077135,-0.059385688661532154,-0.06665345543722145
2002-12,2009-11,0.03791567829131415,0.030016606001991297,0.10479517356813473,0.06507543963849471,0.09243739871799406,-0.06053565120204252,-0.0676854582235662
2003-01,2009-12,0.048078776397443956,0.0393084983663019,0.10467793733064767,0.06333292101081245,0.09116636830215397,-0.05123589330476752,-0.05917511046007218
2003-02,2010-01,0.04680294659806017,0.038144473769314624,0.10454757646224211,0.06354510911806344,0.09181012278649381,-0.052278988333967824,-0.060117919868703185
2003-03,2010-02,0.055285886634539816,0.045917195499591834,0.10443028905664087,0.06536198531764392,0.09248704598398838,-0.044497514156441875,-0.05298034121015338
2003-04,2010-03,0.0627903103096823,0.052820391146483736,0.10437818038355484,0.06559057879569163,0.09314479329461722,-0.037657272492860216,-0.04668490391503832
2003-05,2010-04,0.053173193718155876,0.04397880708644153,0.10429998970309984,0.06561941962722795,0.0936609107820654,-0.04629792308400693,-0.05462390942598494
2003-06,2010-05,0.033970893867849794,0.026413019680758376,0.10429998970309984,0.06635665912278066,0.09445274542647075,-0.0636865856117218,-0.07053062641364505
2003-07,2010-06,0.02790672827081897,0.020898243738701305,0.10414362494004625,0.07042902407163787,0.09469362055515185,-0.06904617746026187,-0.07539361666455757
2003-08,2010-07,0.03678640330987282,0.028976307128645518,0.10384382668175207,0.07181538281919475,0.09500612240423645,-0.06074901335767724,-0.06782437673104968
2003-09,2010-08,0.025874959916332818,0.01904294346153934,0.10354406028148655,0.07064533227580161,0.09472018261546156,-0.07038151276473936,-0.07657249027138369
