month,sp500_tr_usd,sp500_price_usd,spy_adj_usd,usdkzt,dep_kzt_rate,dep_usd_rate,cpi_kz
2023-04,8928.349609375,4169.47998046875,399.2234191894531,453.39,13.9,0.8,682.6178659692341
2023-05,8967.16015625,4179.830078125,401.06634521484375,447.08,13.9,0.8,686.7145829192276
2023-06,9559.669921875,4450.3798828125,427.0553588867187,454.13,14.0,0.8,690.1477471237985
2023-07,9866.76953125,4588.9599609375,441.0342712402344,444.29,13.9,0.9,694.2901434294569
2023-08,9709.6796875,4507.66015625,433.8665771484375,461.44,14.0,0.9,699.1489843660376
2023-09,9246.740234375,4288.0498046875,413.2863159179687,474.47,14.0,0.9,703.3442725571995
2023-10,9052.3095703125,4193.7998046875,404.3144836425781,471.87,14.0,0.9,708.2680262623556
2023-11,9879.01953125,4567.7998046875,441.2460632324219,459.06,13.9,0.9,715.3507305667463
2023-12,10327.830078125,4769.830078125,461.3912963867187,454.56,13.7,0.9,721.0726709076973
2024-01,10501.3798828125,4845.64990234375,468.7396545410156,448.17,14.0,0.9,726.8412522749588
2024-02,11062.1103515625,5096.27001953125,493.20172119140625,451.31,13.6,0.9,734.8365060499834
2024-03,11418.0302734375,5254.35009765625,509.3303527832031,446.78,13.8,0.9,739.980361592334
2024-04,10951.66015625,5035.68994140625,488.7943420410156,441.44,13.7,0.9,744.420243761888
2024-05,11494.7001953125,5277.509765625,513.5174560546875,444.79,13.6,0.9,747.3979247369354
2024-06,11907.150390625,5460.47998046875,531.6343994140625,471.46,13.6,0.9,750.3875164358819
2024-07,12052.08984375,5522.2998046875,538.072021484375,475.37,13.5,0.9,755.6402290509333
2024-08,12344.4296875,5648.39990234375,550.6443481445312,481.63,13.5,0.9,760.1740704252401
2024-09,12608.0703125,5762.47998046875,562.21044921875,479.23,13.4,0.9,763.2147667069418
2024-10,12493.740234375,5705.4501953125,557.1934814453125,488.45,13.3,0.9,770.0836996073027
2024-11,13227.1298828125,6032.3798828125,590.4208374023438,511.22,13.2,0.9,777.0144529037685
2024-12,12911.8203125,5881.6298828125,576.2152709960938,523.54,13.2,0.9,784.0075829799022
2025-01,13271.3798828125,6040.52978515625,591.6903076171875,519.28,13.5,0.9,792.631666392682
2025-02,13098.2197265625,5954.5,584.1788940429688,501.49,13.3,0.9,804.5211413885717
2025-03,12360.2099609375,5611.85009765625,551.6289672851562,503.42,13.6,0.9,814.9799162266243
2025-04,12276.3896484375,5569.06005859375,546.84619140625,512.32,14.0,0.9,824.7596752213433
2025-05,13049.1298828125,5911.68994140625,581.2127685546875,510.81,14.2,0.9,832.1825122983357
2025-06,13712.7099609375,6204.9501953125,611.0790405273438,520.39,14.2,0.9,838.9332433753161
2025-07,14020.4599609375,6339.39013671875,625.1531372070312,546.36,14.2,0.9,844.8057760789434
2025-08,14304.6796875,6460.259765625,637.98095703125,538.54,14.3,0.9,852.9153070171193
2025-09,14826.7998046875,6688.4599609375,660.7061157226562,548.79,14.4,0.9,861.669471612137
2025-10,15173.9501953125,6840.2001953125,676.4556274414062,530.07,14.6,0.6,867.1142457578228
2025-11,15211.1396484375,6849.08984375,677.7747192382812,512.53,14.8,0.9,873.364245063836
2025-12,15220.4501953125,6845.5,678.3152465820312,502.57,14.7,0.9,880.4405156864302
2026-01,15441.150390625,6939.02978515625,688.3120727539062,501.02,15.3,0.9,889.3327296925892
2026-02,15323.7998046875,6878.8798828125,682.3637084960938,497.56,15.1,0.8,898.6501149310346
2026-03,14560.75,6528.52001953125,648.6688842773438,481.54,15.0,0.8,904.627707011553
2026-04,16088.5595703125,7209.009765625,716.8132934570312,461.55,14.8,0.9,912.1842007948057
2026-05,16935.349609375,7580.06005859375,754.5361328125,485.95,14.8,0.8,918.7294935773627
2026-06,16774.0703125,7499.35986328125,746.77001953125,485.82,14.7,0.9,925.3433674429737
2026-07,16763.419921875,7489.72021484375,747.030029296875,474.63,14.7,0.9,930.9759652389957
2026-08,17219.939453125,7686.14013671875,767.0499877929688,464.77,14.7,0.9,936.5010071047969
