key,name,cagr,real_cagr,multiple,vol,max_dd,worst_12m,pos_months,return_per_risk
dep_kzt,Депозит в тенге,0.11334708782480485,0.023762030125618505,17.5179009360175,0.007182212857072305,0.0,0.07522314383146633,1.0,0.0
dep_usd_kzt,Депозит в USD,0.0932627542586788,0.0052937749604216044,10.780893025456932,0.11109682016259263,-0.15489451453384673,-0.12961719197585353,0.715625,-0.18078225404410478
sp_kzt,S&P 500 (брутто),0.13407454467539726,0.04282165990033859,28.64899541249638,0.16564114146877423,-0.4616299006734954,-0.38359805427025473,0.60625,0.12513471391707257
sp_net_kzt,S&P 500 (нетто),0.1253608132813433,0.03480907564920899,23.322817908394015,0.16557851193588977,-0.47803778657058005,-0.38634245952016055,0.60625,0.07255606609866161
mix_50,50% депозит + 50% S&P,0.11976625824082454,0.029664684391024654,20.420359422205756,0.06802980827141054,-0.08128022593326534,-0.029805684566221458,0.73125,0.09435820236931848
