start,end,sp_gross,sp_net,dep,dep_usd,cpi,excess_gross,excess_net
2000-01,2009-12,-0.002441470684879543,-0.0066302098851758196,0.11826973431409504,0.08103594210615306,0.08654425742607352,-0.10794462310384745,-0.1116903555257891
2000-02,2010-01,-0.001952845746592602,-0.006148618371508485,0.11794678142810011,0.0797927819914277,0.08530626557673382,-0.10724985228861184,-0.11100295815609873
2000-03,2010-02,0.0019055845165814045,-0.0023237483124158853,0.11737569896437372,0.0785131589613246,0.08615581396817573,-0.10334045617316934,-0.10712551506868428
2000-04,2010-03,-0.002878950489830334,-0.007095093423256205,0.11684190070731937,0.07693736267991658,0.08691373862850749,-0.10719588074312747,-0.11097093872649622
2000-05,2010-04,0.0012676678770275895,-0.0029697964995636372,0.11682344676356093,0.07626967794780248,0.0873027170340086,-0.10346826010986987,-0.10726247162008751
2000-06,2010-05,-0.005299355428061592,-0.00952270175592207,0.11607825413641404,0.07569890703226734,0.08715704538734692,-0.10875367306425465,-0.11253776823160322
2000-07,2010-06,-0.012568454338072521,-0.016775094328761453,0.1151600439439624,0.0762306896100915,0.08670533169244554,-0.11453826648083654,-0.11831049631774082
2000-08,2010-07,-0.0042061350863130675,-0.008454882681293019,0.1144521698190013,0.07605549468288664,0.08649904378652651,-0.10647231717856998,-0.11028472627968922
2000-09,2010-08,-0.015083317738102231,-0.01930250633794639,0.11353424015102243,0.07569179332973675,0.08625789419482643,-0.11550390931102472,-0.1192929159241235
2000-10,2010-09,-0.0010717593732931796,-0.005362122138574565,0.11278228923798395,0.0756613928063381,0.08636712960354465,-0.10231475618581465,-0.1061702837286006
2000-11,2010-10,0.0031878541998207055,-0.001126816872907721,0.11217693155270214,0.07567685551970027,0.08603021159428303,-0.09799616793051324,-0.10187565054728065
2000-12,2010-11,0.010436719837193076,0.005482403926593493,0.11164509120647526,0.07434356511744045,0.08530948668418636,-0.0910437802225531,-0.09550052271149134
2001-01,2010-12,0.016154531046415288,0.010637865543000391,0.11108613137000556,0.07365985628192995,0.08473431351685812,-0.08544036114152231,-0.09040547171905478
2001-02,2011-01,0.014179622460401609,0.008848663241900256,0.11046302571555078,0.07263943980775522,0.0854182294061494,-0.08670563632058503,-0.09150629973309832
2001-03,2011-02,0.026653512571012783,0.020162772990754307,0.10976725609548854,0.07175076961930094,0.08629643217726768,-0.07489294991176454,-0.08074168940611115
2001-04,2011-03,0.0331166377497103,0.02606540076110564,0.10925456758559915,0.0713576642713083,0.08604821814325625,-0.06863882472137162,-0.07499555941028302
2001-05,2011-04,0.02815679416362027,0.02152397725574806,0.10858667890313334,0.07100405946667121,0.08580576252335703,-0.07255173300394757,-0.07853486182382008
2001-06,2011-05,0.025843474845247627,0.01940445906609245,0.1079736348746374,0.07042897127917835,0.08590185750754742,-0.07412645702411713,-0.07993798139300157
2001-07,2011-06,0.027007487126215812,0.02045351748311841,0.1074800923944419,0.07070692432716963,0.08617161482205193,-0.07266280073192044,-0.07858071265476796
2001-08,2011-07,0.025626950106883095,0.019190762308546105,0.10690397631785298,0.07023883703294342,0.08682471787396073,-0.07342735047473603,-0.07924193596366624
2001-09,2011-08,0.026474499392101558,0.019949532197110376,0.10628260109594234,0.06996876888292758,0.08715032595980943,-0.07214079081129787,-0.0780388924252321
2001-10,2011-09,0.02827253313530842,0.021583335918945457,0.10572564899480064,0.0706581142906697,0.08725355278976421,-0.07004731773193795,-0.07609691712618571
2001-11,2011-10,0.036520843402492176,0.029131510697453677,0.10526013918945565,0.06999650058783691,0.086751047758445,-0.06219286604995422,-0.06887847104287237
2001-12,2011-11,0.02847420516633159,0.02174083171319907,0.10475829690046812,0.06972259133681691,0.08641274116126452,-0.0690504809496888,-0.07514536475551659
2002-01,2011-12,0.027960211535078106,0.02126440419048148,0.1043022933300517,0.06895279324548076,0.08575912681074138,-0.0691315070665679,-0.07519488969742827
2002-02,2012-01,0.03338066496230563,0.026220403678017146,0.10390100037279137,0.0682372809496603,0.08532932589116249,-0.06388284401107602,-0.07036916958000883
